ts,invest,money,buy,sell
1291939200,10000.000,10129.701,0.000,10129.701
1292198400,10000.000,10129.701,0.000,0.000
1292284800,10000.000,10129.701,0.000,0.000
1292371200,10000.000,10129.701,0.000,0.000
1292457600,10000.000,10129.701,0.000,0.000
1292544000,10000.000,10129.701,0.000,0.000
1292803200,10000.000,10129.701,0.000,0.000
1292889600,10000.000,10129.701,0.000,0.000
1292976000,10000.000,10129.701,0.000,0.000
1293062400,10000.000,10129.701,10129.701,0.000
1293148800,10000.000,10026.862,0.000,0.000
1293408000,10000.000,9852.034,0.000,0.000
1293494400,10000.000,9790.331,0.000,0.000
1293580800,10000.000,9903.454,0.000,0.000
1293667200,10000.000,9934.306,0.000,9934.306
1293753600,10000.000,9934.306,0.000,0.000
1294099200,10000.000,9934.306,0.000,0.000
1294185600,10000.000,9934.306,0.000,0.000
1294272000,10000.000,9934.306,0.000,0.000
1294358400,10000.000,9934.306,0.000,0.000
1294617600,10000.000,9934.306,9934.306,0.000
1294704000,10000.000,9913.436,0.000,0.000
1294790400,10000.000,9923.871,0.000,0.000
1294876800,10000.000,9986.482,0.000,0.000
1294963200,10000.000,9892.565,0.000,0.000
1295222400,10000.000,9579.509,0.000,0.000
1295308800,10000.000,9673.426,0.000,0.000
1295395200,10000.000,9809.084,0.000,0.000
1295481600,10000.000,9558.639,0.000,0.000
1295568000,10000.000,9506.463,0.000,0.000
1295827200,10000.000,9329.065,0.000,0.000
1295913600,10000.000,9256.018,0.000,0.000
1296000000,10000.000,9360.370,0.000,9360.370
1296086400,10000.000,9360.370,0.000,0.000
1296172800,10000.000,9360.370,0.000,0.000
1296432000,10000.000,9360.370,0.000,0.000
1296518400,10000.000,9360.370,0.000,0.000
1297209600,10000.000,9360.370,0.000,0.000
1297296000,10000.000,9360.370,0.000,0.000
1297382400,10000.000,9360.370,0.000,0.000
1297641600,10000.000,9360.370,0.000,0.000
1297728000,10000.000,9360.370,0.000,0.000
1297814400,10000.000,9360.370,0.000,0.000
1297900800,10000.000,9360.370,0.000,0.000
1297987200,10000.000,9360.370,0.000,0.000
1298246400,10000.000,9360.370,0.000,0.000
1298332800,10000.000,9360.370,0.000,0.000
1298419200,10000.000,9360.370,0.000,0.000
1298505600,10000.000,9360.370,0.000,0.000
1298592000,10000.000,9360.370,0.000,0.000
1298851200,10000.000,9360.370,0.000,0.000
1298937600,10000.000,9360.370,0.000,0.000
1299024000,10000.000,9360.370,0.000,0.000
1299110400,10000.000,9360.370,0.000,0.000
1299196800,10000.000,9360.370,0.000,0.000
1299456000,10000.000,9360.370,0.000,0.000
1299542400,10000.000,9360.370,0.000,0.000
1299628800,10000.000,9360.370,0.000,0.000
1299715200,10000.000,9360.370,0.000,0.000
1299801600,10000.000,9360.370,0.000,0.000
1300060800,10000.000,9360.370,0.000,0.000
1300147200,10000.000,9360.370,0.000,0.000
1300233600,10000.000,9360.370,0.000,0.000
1300320000,10000.000,9360.370,0.000,0.000
1300406400,10000.000,9360.370,0.000,0.000
1300665600,10000.000,9360.370,0.000,0.000
1300752000,10000.000,9360.370,0.000,0.000
1300838400,10000.000,9360.370,0.000,0.000
1300924800,10000.000,9360.370,0.000,0.000
1301011200,10000.000,9360.370,0.000,0.000
1301270400,10000.000,9360.370,0.000,0.000
1301356800,10000.000,9360.370,9360.370,0.000
1301443200,10000.000,9330.305,0.000,0.000
1301529600,10000.000,9310.261,0.000,0.000
1301616000,10000.000,9350.349,0.000,0.000
1302048000,10000.000,9260.152,0.000,0.000
1302134400,10000.000,9320.283,0.000,9320.283
1302220800,10000.000,9320.283,0.000,0.000
1302480000,10000.000,9320.283,0.000,0.000
1302566400,10000.000,9320.283,0.000,0.000
1302652800,10000.000,9320.283,0.000,0.000
1302739200,10000.000,9320.283,0.000,0.000
1302825600,10000.000,9320.283,0.000,0.000
1303084800,10000.000,9320.283,0.000,0.000
1303171200,10000.000,9320.283,0.000,0.000
1303257600,10000.000,9320.283,0.000,0.000
1303344000,10000.000,9320.283,0.000,0.000
1303430400,10000.000,9320.283,0.000,0.000
1303689600,10000.000,9320.283,0.000,0.000
1303776000,10000.000,9320.283,0.000,0.000
1303862400,10000.000,9320.283,0.000,0.000
1303948800,10000.000,9320.283,9320.283,0.000
1304035200,10000.000,9431.239,0.000,0.000
1304380800,10000.000,9562.368,0.000,0.000
1304467200,10000.000,9461.499,0.000,0.000
1304553600,10000.000,9582.542,0.000,0.000
1304640000,10000.000,9632.977,0.000,0.000
1304899200,10000.000,9663.237,0.000,0.000
1304985600,10000.000,9632.977,0.000,0.000
1305072000,10000.000,9663.237,0.000,0.000
1305158400,10000.000,9653.150,0.000,0.000
1305244800,10000.000,9643.063,0.000,0.000
1305504000,10000.000,9632.977,0.000,0.000
1305590400,10000.000,9552.281,0.000,0.000
1305676800,10000.000,9632.977,0.000,0.000
1305763200,10000.000,9653.150,0.000,0.000
1305849600,10000.000,9643.063,0.000,0.000
1306108800,10000.000,9360.631,0.000,0.000
1306195200,10000.000,9310.196,0.000,0.000
1306281600,10000.000,9199.240,0.000,0.000
1306368000,10000.000,9148.806,0.000,0.000
1306454400,10000.000,9017.676,0.000,0.000
1306713600,10000.000,9047.937,0.000,0.000
1306800000,10000.000,9128.632,0.000,9128.632
1306886400,10000.000,9128.632,0.000,0.000
1306972800,10000.000,9128.632,0.000,0.000
1307059200,10000.000,9128.632,0.000,0.000
1307404800,10000.000,9128.632,0.000,0.000
1307491200,10000.000,9128.632,0.000,0.000
1307577600,10000.000,9128.632,0.000,0.000
1307664000,10000.000,9128.632,0.000,0.000
1307923200,10000.000,9128.632,0.000,0.000
1308009600,10000.000,9128.632,0.000,0.000
1308096000,10000.000,9128.632,0.000,0.000
1308182400,10000.000,9128.632,0.000,0.000
1308268800,10000.000,9128.632,0.000,0.000
1308528000,10000.000,9128.632,9128.632,0.000
1308614400,10000.000,9241.840,0.000,0.000
1308700800,10000.000,9303.589,0.000,0.000
1308787200,10000.000,9406.505,0.000,0.000
1308873600,10000.000,9550.587,0.000,0.000
1309132800,10000.000,9632.920,0.000,0.000
1309219200,10000.000,9622.628,0.000,0.000
1309305600,10000.000,9550.587,0.000,0.000
1309392000,10000.000,9663.794,0.000,0.000
1309478400,10000.000,9684.378,0.000,0.000
1309737600,10000.000,9900.501,0.000,0.000
1309824000,10000.000,9921.084,0.000,0.000
1309910400,10000.000,9910.792,0.000,0.000
1309996800,10000.000,10013.708,0.000,0.000
1310083200,10000.000,10044.583,0.000,0.000
1310342400,10000.000,10178.373,0.000,0.000
1310428800,10000.000,10137.207,0.000,0.000
1310515200,10000.000,10300.843,0.000,0.000
1310601600,10000.000,10250.415,0.000,0.000
1310688000,10000.000,10281.289,0.000,0.000
1310947200,10000.000,10342.010,0.000,0.000
1311033600,10000.000,10198.957,0.000,0.000
1311120000,10000.000,10240.123,0.000,0.000
1311206400,10000.000,10270.998,0.000,0.000
1311292800,10000.000,10281.289,0.000,0.000
1311552000,10000.000,9982.833,0.000,0.000
1311638400,10000.000,10013.708,0.000,10013.708
1311724800,10000.000,10013.708,0.000,0.000
1311811200,10000.000,10013.708,0.000,0.000
1311897600,10000.000,10013.708,0.000,0.000
1312156800,10000.000,10013.708,0.000,0.000
1312243200,10000.000,10013.708,0.000,0.000
1312329600,10000.000,10013.708,0.000,0.000
1312416000,10000.000,10013.708,0.000,0.000
1312502400,10000.000,10013.708,0.000,0.000
1312761600,10000.000,10013.708,0.000,0.000
1312848000,10000.000,10013.708,0.000,0.000
1312934400,10000.000,10013.708,0.000,0.000
1313020800,10000.000,10013.708,0.000,0.000
1313107200,10000.000,10013.708,0.000,0.000
1313366400,10000.000,10013.708,0.000,0.000
1313452800,10000.000,10013.708,0.000,0.000
1313539200,10000.000,10013.708,0.000,0.000
1313625600,10000.000,10013.708,0.000,0.000
1313712000,10000.000,10013.708,0.000,0.000
1313971200,10000.000,10013.708,10013.708,0.000
1314057600,10000.000,10075.713,0.000,10075.713
1314144000,10000.000,10075.713,0.000,0.000
1314230400,10000.000,10075.713,0.000,0.000
1314316800,10000.000,10075.713,0.000,0.000
1314576000,10000.000,10075.713,0.000,0.000
1314662400,10000.000,10075.713,0.000,0.000
1314748800,10000.000,10075.713,0.000,0.000
1314835200,10000.000,10075.713,0.000,0.000
1314921600,10000.000,10075.713,0.000,0.000
1315180800,10000.000,10075.713,10075.713,0.000
1315267200,10000.000,9949.897,0.000,0.000
1315353600,10000.000,10117.651,0.000,0.000
1315440000,10000.000,10065.228,0.000,0.000
1315526400,10000.000,9981.351,0.000,0.000
1315872000,10000.000,9886.990,0.000,0.000
1315958400,10000.000,9907.959,0.000,0.000
1316044800,10000.000,9918.443,0.000,0.000
1316131200,10000.000,9939.413,0.000,9939.413
1316390400,10000.000,9939.413,9939.413,0.000
1316476800,10000.000,9918.152,0.000,0.000
1316563200,10000.000,10088.238,0.000,0.000
1316649600,10000.000,9918.152,0.000,0.000
1316736000,10000.000,9737.435,0.000,0.000
1316995200,10000.000,9567.349,0.000,0.000
1317081600,10000.000,9641.762,0.000,0.000
1317168000,10000.000,9577.979,0.000,0.000
1317254400,10000.000,9450.415,0.000,0.000
1317340800,10000.000,9439.784,0.000,0.000
1318204800,10000.000,9312.220,0.000,0.000
1318291200,10000.000,9237.807,0.000,0.000
1318377600,10000.000,9471.676,0.000,0.000
1318464000,10000.000,9556.719,0.000,0.000
1318550400,10000.000,9524.827,0.000,0.000
1318809600,10000.000,9641.762,0.000,0.000
1318896000,10000.000,9535.458,0.000,0.000
1318982400,10000.000,9482.306,0.000,0.000
1319068800,10000.000,9280.329,0.000,0.000
1319155200,10000.000,9227.177,0.000,0.000
1319414400,10000.000,9407.893,0.000,0.000
1319500800,10000.000,9577.979,0.000,0.000
1319587200,10000.000,9684.283,0.000,0.000
1319673600,10000.000,9705.544,0.000,0.000
1319760000,10000.000,9801.218,0.000,0.000
1320019200,10000.000,9822.478,0.000,0.000
1320105600,10000.000,9854.370,0.000,0.000
1320192000,10000.000,10003.195,0.000,0.000
1320278400,10000.000,10035.086,0.000,0.000
1320364800,10000.000,10098.868,0.000,0.000
1320624000,10000.000,10077.608,0.000,0.000
1320710400,10000.000,10024.456,0.000,0.000
1320796800,10000.000,10088.238,0.000,0.000
1320883200,10000.000,10035.086,0.000,0.000
1320969600,10000.000,10024.456,0.000,0.000
1321228800,10000.000,10130.760,0.000,0.000
1321315200,10000.000,10088.238,0.000,0.000
1321401600,10000.000,9928.782,0.000,0.000
1321488000,10000.000,9918.152,0.000,0.000
1321574400,10000.000,9790.587,0.000,0.000
1321833600,10000.000,9790.587,0.000,0.000
1321920000,10000.000,9822.478,0.000,9822.478
1322006400,10000.000,9822.478,0.000,0.000
1322092800,10000.000,9822.478,0.000,0.000
1322179200,10000.000,9822.478,0.000,0.000
1322438400,10000.000,9822.478,0.000,0.000
1322524800,10000.000,9822.478,0.000,0.000
1322611200,10000.000,9822.478,0.000,0.000
1322697600,10000.000,9822.478,0.000,0.000
1322784000,10000.000,9822.478,0.000,0.000
1323043200,10000.000,9822.478,9822.478,0.000
1323129600,10000.000,9745.826,0.000,0.000
1323216000,10000.000,9767.727,0.000,0.000
1323302400,10000.000,9756.776,0.000,0.000
1323388800,10000.000,9614.421,0.000,0.000
1323648000,10000.000,9504.918,0.000,0.000
1323734400,10000.000,9340.662,0.000,0.000
1323820800,10000.000,9274.960,0.000,0.000
1323907200,10000.000,9242.109,0.000,0.000
1323993600,10000.000,9362.563,0.000,0.000
1324252800,10000.000,9362.563,0.000,0.000
1324339200,10000.000,9351.613,0.000,0.000
1324425600,10000.000,9264.010,0.000,0.000
1324512000,10000.000,9274.960,0.000,0.000
1324598400,10000.000,9307.811,0.000,9307.811
1324857600,10000.000,9307.811,9307.811,0.000
1324944000,10000.000,9074.008,0.000,0.000
1325030400,10000.000,9051.846,0.000,0.000
1325116800,10000.000,9119.439,0.000,0.000
1325203200,10000.000,9252.408,0.000,0.000
1325289600,10000.000,9252.408,0.000,0.000
1325635200,10000.000,8986.470,0.000,0.000
1325721600,10000.000,8720.533,0.000,0.000
1325808000,10000.000,8698.371,0.000,0.000
1326067200,10000.000,8853.501,0.000,8853.501
1326153600,10000.000,8853.501,0.000,0.000
1326240000,10000.000,8853.501,0.000,0.000
1326326400,10000.000,8853.501,0.000,0.000
1326412800,10000.000,8853.501,0.000,0.000
1326672000,10000.000,8853.501,8853.501,0.000
1326758400,10000.000,9156.783,0.000,0.000
1326844800,10000.000,8946.819,0.000,0.000
1326931200,10000.000,9075.130,0.000,0.000
1327017600,10000.000,9296.760,0.000,0.000
1327881600,10000.000,9226.771,0.000,0.000
1327968000,10000.000,9250.101,0.000,0.000
1328054400,10000.000,9226.771,0.000,0.000
1328140800,10000.000,9296.760,0.000,0.000
1328227200,10000.000,9378.412,0.000,0.000
1328486400,10000.000,9460.065,0.000,0.000
1328572800,10000.000,9343.418,0.000,0.000
1328659200,10000.000,9471.730,0.000,0.000
1328745600,10000.000,9505.558,0.000,0.000
1328832000,10000.000,9493.893,0.000,0.000
1329091200,10000.000,9600.042,0.000,0.000
1329177600,10000.000,9611.706,0.000,0.000
1329264000,10000.000,9705.024,0.000,0.000
1329350400,10000.000,9716.689,0.000,0.000
1329436800,10000.000,9693.359,0.000,0.000
1329696000,10000.000,9705.024,0.000,0.000
1329782400,10000.000,9763.347,0.000,0.000
1329868800,10000.000,9868.330,0.000,0.000
1329955200,10000.000,9938.318,0.000,0.000
1330041600,10000.000,10043.300,0.000,0.000
1330300800,10000.000,10101.623,0.000,0.000
1330387200,10000.000,10078.294,0.000,0.000
1330473600,10000.000,10031.635,0.000,0.000
1330560000,10000.000,10078.294,0.000,0.000
1330646400,10000.000,10206.606,0.000,0.000
1330905600,10000.000,10159.947,0.000,0.000
1330992000,10000.000,10089.959,0.000,0.000
1331078400,10000.000,10113.288,0.000,0.000
1331164800,10000.000,10183.276,0.000,0.000
1331251200,10000.000,10358.247,0.000,0.000
1331510400,10000.000,10381.576,0.000,0.000
1331596800,10000.000,10498.223,0.000,0.000
1331683200,10000.000,10311.588,0.000,0.000
1331769600,10000.000,10416.570,0.000,0.000
1331856000,10000.000,10626.535,0.000,0.000
1332115200,10000.000,10603.205,0.000,0.000
1332201600,10000.000,10358.247,0.000,0.000
1332288000,10000.000,10264.929,0.000,0.000
1332374400,10000.000,10229.935,0.000,0.000
1332460800,10000.000,10089.959,0.000,0.000
1332720000,10000.000,10148.282,0.000,10148.282
1332806400,10000.000,10148.282,0.000,0.000
1332892800,10000.000,10148.282,0.000,0.000
1332979200,10000.000,10148.282,0.000,0.000
1333065600,10000.000,10148.282,0.000,0.000
1333584000,10000.000,10148.282,0.000,0.000
1333670400,10000.000,10148.282,0.000,0.000
1333929600,10000.000,10148.282,0.000,0.000
1334016000,10000.000,10148.282,0.000,0.000
1334102400,10000.000,10148.282,0.000,0.000
1334188800,10000.000,10148.282,0.000,0.000
1334275200,10000.000,10148.282,0.000,0.000
1334534400,10000.000,10148.282,0.000,0.000
1334620800,10000.000,10148.282,0.000,0.000
1334707200,10000.000,10148.282,0.000,0.000
1334793600,10000.000,10148.282,0.000,0.000
1334880000,10000.000,10148.282,0.000,0.000
1335139200,10000.000,10148.282,0.000,0.000
1335225600,10000.000,10148.282,0.000,0.000
1335312000,10000.000,10148.282,0.000,0.000
1335398400,10000.000,10148.282,0.000,0.000
1335484800,10000.000,10148.282,0.000,0.000
1335916800,10000.000,10148.282,0.000,0.000
1336003200,10000.000,10148.282,0.000,0.000
1336089600,10000.000,10148.282,0.000,0.000
1336348800,10000.000,10148.282,0.000,0.000
1336435200,10000.000,10148.282,0.000,0.000
1336521600,10000.000,10148.282,0.000,0.000
1336608000,10000.000,10148.282,0.000,0.000
1336694400,10000.000,10148.282,0.000,0.000
1336953600,10000.000,10148.282,0.000,0.000
1337040000,10000.000,10148.282,0.000,0.000
1337126400,10000.000,10148.282,0.000,0.000
1337212800,10000.000,10148.282,0.000,0.000
1337299200,10000.000,10148.282,0.000,0.000
1337558400,10000.000,10148.282,0.000,0.000
1337644800,10000.000,10148.282,0.000,0.000
1337731200,10000.000,10148.282,0.000,0.000
1337817600,10000.000,10148.282,0.000,0.000
1337904000,10000.000,10148.282,10148.282,0.000
1338163200,10000.000,10255.482,0.000,0.000
1338249600,10000.000,10350.771,0.000,0.000
1338336000,10000.000,10291.216,0.000,0.000
1338422400,10000.000,10350.771,0.000,0.000
1338508800,10000.000,10410.327,0.000,0.000
1338768000,10000.000,10231.660,0.000,0.000
1338854400,10000.000,10267.393,0.000,0.000
1338940800,10000.000,10195.927,0.000,0.000
1339027200,10000.000,10243.571,0.000,0.000
1339113600,10000.000,10207.838,0.000,0.000
1339372800,10000.000,10303.127,0.000,0.000
1339459200,10000.000,10362.682,0.000,0.000
1339545600,10000.000,10624.727,0.000,0.000
1339632000,10000.000,10684.283,0.000,0.000
1339718400,10000.000,10577.083,0.000,0.000
1339977600,10000.000,10660.461,0.000,0.000
1340064000,10000.000,10600.905,0.000,0.000
1340150400,10000.000,10541.349,0.000,0.000
1340236800,10000.000,10469.883,0.000,0.000
1340582400,10000.000,10326.949,0.000,0.000
1340668800,10000.000,10315.038,0.000,0.000
1340755200,10000.000,10303.127,0.000,0.000
1340841600,10000.000,10255.482,0.000,0.000
1340928000,10000.000,10398.416,0.000,0.000
1341014400,10000.000,10398.416,0.000,0.000
1341187200,10000.000,10446.060,0.000,0.000
1341273600,10000.000,10541.349,0.000,0.000
1341360000,10000.000,10541.349,0.000,0.000
1341446400,10000.000,10446.060,0.000,0.000
1341532800,10000.000,10731.927,0.000,0.000
1341792000,10000.000,10636.638,0.000,0.000
1341878400,10000.000,10529.438,0.000,0.000
1341964800,10000.000,10588.994,0.000,0.000
1342051200,10000.000,10648.550,0.000,0.000
1342137600,10000.000,10648.550,0.000,0.000
1342396800,10000.000,10350.771,0.000,0.000
1342483200,10000.000,10279.305,0.000,0.000
1342569600,10000.000,10255.482,0.000,0.000
1342656000,10000.000,10315.038,0.000,10315.038
1342742400,10000.000,10315.038,0.000,0.000
1343001600,10000.000,10315.038,0.000,0.000
1343088000,10000.000,10315.038,0.000,0.000
1343174400,10000.000,10315.038,0.000,0.000
1343260800,10000.000,10315.038,10315.038,0.000
1343347200,10000.000,10290.796,0.000,0.000
1343606400,10000.000,10254.433,0.000,0.000
1343692800,10000.000,10205.948,0.000,0.000
1343779200,10000.000,10266.554,0.000,10266.554
1343865600,10000.000,10266.554,10266.554,0.000
1343952000,10000.000,10376.552,0.000,0.000
1344211200,10000.000,10498.773,0.000,0.000
1344297600,10000.000,10486.551,0.000,0.000
1344384000,10000.000,10413.219,0.000,0.000
1344470400,10000.000,10620.994,0.000,0.000
1344556800,10000.000,10596.550,0.000,0.000
1344816000,10000.000,10498.773,0.000,0.000
1344902400,10000.000,10486.551,0.000,0.000
1344988800,10000.000,10413.219,0.000,0.000
1345075200,10000.000,10315.442,0.000,0.000
1345161600,10000.000,10242.109,0.000,0.000
1345420800,10000.000,10290.998,0.000,10290.998
1345507200,10000.000,10290.998,0.000,0.000
1345593600,10000.000,10290.998,0.000,0.000
1345680000,10000.000,10290.998,0.000,0.000
1345766400,10000.000,10290.998,0.000,0.000
1346025600,10000.000,10290.998,0.000,0.000
1346112000,10000.000,10290.998,10290.998,0.000
1346198400,10000.000,10191.568,0.000,0.000
1346284800,10000.000,10042.423,0.000,0.000
1346371200,10000.000,10029.994,0.000,0.000
1346630400,10000.000,10228.854,0.000,0.000
1346716800,10000.000,10115.753,0.000,0.000
1346803200,10000.000,10103.324,0.000,0.000
1346889600,10000.000,10092.138,0.000,0.000
1346976000,10000.000,10365.570,0.000,0.000
1347235200,10000.000,10440.143,0.000,0.000
1347321600,10000.000,10402.856,0.000,0.000
1347408000,10000.000,10415.285,0.000,0.000
1347494400,10000.000,10377.999,0.000,0.000
1347580800,10000.000,10427.714,0.000,0.000
1347840000,10000.000,10253.712,0.000,0.000
1347926400,10000.000,10216.425,0.000,0.000
1348012800,10000.000,10216.425,0.000,10216.425
1348099200,10000.000,10216.425,10216.425,0.000
1348185600,10000.000,10253.003,0.000,0.000
1348444800,10000.000,10278.228,0.000,10278.228
1348531200,10000.000,10278.228,0.000,0.000
1348617600,10000.000,10278.228,0.000,0.000
1348704000,10000.000,10278.228,0.000,0.000
1348790400,10000.000,10278.228,0.000,0.000
1349654400,10000.000,10278.228,0.000,0.000
1349740800,10000.000,10278.228,0.000,0.000
1349827200,10000.000,10278.228,0.000,0.000
1349913600,10000.000,10278.228,0.000,0.000
1350000000,10000.000,10278.228,0.000,0.000
1350259200,10000.000,10278.228,0.000,0.000
1350345600,10000.000,10278.228,0.000,0.000
1350432000,10000.000,10278.228,0.000,0.000
1350518400,10000.000,10278.228,0.000,0.000
1350604800,10000.000,10278.228,0.000,0.000
1350864000,10000.000,10278.228,0.000,0.000
1350950400,10000.000,10278.228,0.000,0.000
1351036800,10000.000,10278.228,0.000,0.000
1351123200,10000.000,10278.228,0.000,0.000
1351209600,10000.000,10278.228,10278.228,0.000
1351468800,10000.000,10278.228,0.000,0.000
1351555200,10000.000,10315.832,0.000,0.000
1351641600,10000.000,10403.573,0.000,0.000
1351728000,10000.000,10528.917,0.000,0.000
1351814400,10000.000,10541.451,0.000,0.000
1352073600,10000.000,10428.642,0.000,0.000
1352160000,10000.000,10315.832,0.000,0.000
1352246400,10000.000,10315.832,0.000,10315.832
1352332800,10000.000,10315.832,10315.832,0.000
1352419200,10000.000,10266.522,0.000,0.000
1352678400,10000.000,10140.087,0.000,0.000
1352764800,10000.000,10026.296,0.000,0.000
1352851200,10000.000,10102.157,0.000,0.000
1352937600,10000.000,10026.296,0.000,0.000
1353024000,10000.000,9887.217,0.000,0.000
1353283200,10000.000,9710.208,0.000,0.000
1353369600,10000.000,9697.565,0.000,0.000
1353456000,10000.000,9722.852,0.000,0.000
1353542400,10000.000,9596.417,0.000,0.000
1353628800,10000.000,9710.208,0.000,9710.208
1353888000,10000.000,9710.208,9710.208,0.000
1353974400,10000.000,9620.536,0.000,0.000
1354060800,10000.000,9530.864,0.000,0.000
1354147200,10000.000,9569.295,0.000,0.000
1354233600,10000.000,9633.346,0.000,9633.346
1354492800,10000.000,9633.346,9633.346,0.000
1354579200,10000.000,9659.775,0.000,0.000
1354665600,10000.000,9805.134,0.000,0.000
1354752000,10000.000,9739.062,0.000,0.000
1354838400,10000.000,9831.563,0.000,0.000
1355097600,10000.000,9884.421,0.000,0.000
1355184000,10000.000,9910.850,0.000,0.000
1355270400,10000.000,9976.922,0.000,0.000
1355356800,10000.000,9884.421,0.000,0.000
1355443200,10000.000,10109.067,0.000,0.000
1355702400,10000.000,10161.925,0.000,0.000
1355788800,10000.000,10201.568,0.000,0.000
1355875200,10000.000,10294.070,0.000,0.000
1355961600,10000.000,10333.713,0.000,0.000
1356048000,10000.000,10346.927,0.000,0.000
1356307200,10000.000,10307.284,0.000,0.000
1356393600,10000.000,10479.072,0.000,0.000
1356480000,10000.000,10518.716,0.000,0.000
1356566400,10000.000,10545.144,0.000,0.000
1356652800,10000.000,10677.289,0.000,0.000
1356912000,10000.000,10781.683,0.000,0.000
1357257600,10000.000,10716.933,0.000,0.000
1357516800,10000.000,10755.254,0.000,0.000
1357603200,10000.000,10888.721,0.000,0.000
1357689600,10000.000,10994.436,0.000,0.000
1357776000,10000.000,10981.222,0.000,0.000
1357862400,10000.000,10862.292,0.000,0.000
1358121600,10000.000,11139.795,0.000,0.000
1358208000,10000.000,11179.439,0.000,0.000
1358294400,10000.000,11139.795,0.000,0.000
1358380800,10000.000,11126.581,0.000,0.000
1358467200,10000.000,11364.441,0.000,0.000
1358726400,10000.000,11258.726,0.000,0.000
1358812800,10000.000,11113.367,0.000,0.000
1358899200,10000.000,11139.795,0.000,0.000
1358985600,10000.000,10981.222,0.000,0.000
1359072000,10000.000,10954.793,0.000,0.000
1359331200,10000.000,11086.938,0.000,0.000
1359417600,10000.000,11086.938,0.000,0.000
1359504000,10000.000,11139.795,0.000,0.000
1359590400,10000.000,11060.509,0.000,0.000
1359676800,10000.000,11166.224,0.000,0.000
1359936000,10000.000,11086.938,0.000,0.000
1360022400,10000.000,11324.798,0.000,0.000
1360108800,10000.000,11285.155,0.000,0.000
1360195200,10000.000,11430.514,0.000,0.000
1360281600,10000.000,11655.160,0.000,0.000
1361145600,10000.000,11509.801,0.000,0.000
1361232000,10000.000,11298.369,0.000,0.000
1361318400,10000.000,11523.015,0.000,0.000
1361404800,10000.000,11390.870,0.000,0.000
1361491200,10000.000,11417.299,0.000,0.000
1361750400,10000.000,11443.728,0.000,0.000
1361836800,10000.000,11298.369,0.000,0.000
1361923200,10000.000,11271.940,0.000,0.000
1362009600,10000.000,11443.728,0.000,0.000
1362096000,10000.000,11523.015,0.000,0.000
1362355200,10000.000,11351.227,0.000,0.000
1362441600,10000.000,11509.801,0.000,0.000
1362528000,10000.000,11615.516,0.000,0.000
1362614400,10000.000,11536.229,0.000,0.000
1362700800,10000.000,11456.943,0.000,0.000
1362960000,10000.000,11417.299,0.000,0.000
1363046400,10000.000,11298.369,0.000,0.000
1363132800,10000.000,11192.653,0.000,0.000
1363219200,10000.000,11258.726,0.000,0.000
1363305600,10000.000,11298.369,0.000,0.000
1363564800,10000.000,11205.868,0.000,0.000
1363651200,10000.000,11205.868,0.000,11205.868
1363737600,10000.000,11205.868,0.000,0.000
1363824000,10000.000,11205.868,0.000,0.000
1363910400,10000.000,11205.868,0.000,0.000
1364169600,10000.000,11205.868,0.000,0.000
1364256000,10000.000,11205.868,0.000,0.000
1364342400,10000.000,11205.868,0.000,0.000
1364428800,10000.000,11205.868,0.000,0.000
1364515200,10000.000,11205.868,11205.868,0.000
1364774400,10000.000,11179.408,0.000,0.000
